claim_id,location,claim_type,value_paper,needs_block
cost_rosy_cost,Cost Per Mind Changed (p. 81),definitional,5000,FALSE
cost_rosy_reach,Cost Per Mind Changed (p. 81),definitional,400000,FALSE
cost_rosy_share,Cost Per Mind Changed (p. 81),definitional,20,FALSE
cost_rosy_cents,Cost Per Mind Changed (p. 82),definitional,6,TRUE
cost_conservative_multiple,Cost Per Mind Changed (p. 82),definitional,10,FALSE
cost_conservative_cost,Cost Per Mind Changed (p. 82),definitional,50000,FALSE
cost_conservative_reach,Cost Per Mind Changed (p. 82),definitional,200000,FALSE
cost_conservative_share,Cost Per Mind Changed (p. 82),definitional,10,FALSE
cost_conservative_dollars,Cost Per Mind Changed (p. 82),definitional,2.50,TRUE
cost_range_cents,Cost Per Mind Changed (p. 82),definitional,50,FALSE
cost_range_dollars,Cost Per Mind Changed (p. 82),definitional,3,FALSE
disc_years_since_debut,Discussion (p. 82),structural,40,FALSE
disc_effect_low,Discussion (p. 82),descriptive,0.30,TRUE
disc_effect_high,Discussion (p. 82),descriptive,0.50,TRUE
disc_persistence_months,Discussion (p. 82),structural,1,FALSE
disc_wave_pair_early_a,Discussion (p. 83),structural,1,FALSE
disc_wave_pair_early_b,Discussion (p. 83),structural,2,FALSE
disc_wave_pair_late_a,Discussion (p. 83),structural,2,FALSE
disc_wave_pair_late_b,Discussion (p. 83),structural,3,FALSE
disc_wave_stable_a,Discussion (p. 83),structural,2,FALSE
disc_wave_stable_b,Discussion (p. 83),structural,3,FALSE
disc_cost_range_cents,Discussion (p. 83),definitional,50,FALSE
disc_cost_range_dollars,Discussion (p. 83),definitional,3,FALSE
disc_questions_low,Discussion (p. 83),definitional,4,FALSE
disc_questions_high,Discussion (p. 83),definitional,5,FALSE
disc_n_populations,Discussion (p. 83),structural,2,FALSE
disc_two_sided,Discussion (p. 83),structural,2,FALSE
disc_aggregate_shift_low,Discussion (p. 83),definitional,10,FALSE
disc_aggregate_shift_high,Discussion (p. 83),definitional,20,FALSE
disc_us_adult_share,Discussion (p. 84),definitional,0.2,FALSE
disc_changed_share,Discussion (p. 84),definitional,10,FALSE
disc_aggregate_shift,Discussion (p. 84),definitional,0.02,FALSE
